 1.7380000000000000E+03, 4.9028001218467998E+03, 0.0000000000000000E+00, 1199, 1199,    1, 0.0000000000000000E+00, 0.0000000000000000E+00                                                                                                         
    1,    0, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    1,    1, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    2,    0,-9.0878251047406001E-05, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    2,    1,-6.8601760678635003E-09,-2.5997279225249000E-10, 0.0000000000000000E+00, 0.0000000000000000E+00             
    2,    2, 3.4676663185079997E-05, 6.2785944035013995E-11, 0.0000000000000000E+00, 0.0000000000000000E+00             
    3,    0,-3.2009433643439999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    3,    1, 2.6369070207801999E-05, 5.4559775525540000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    3,    2, 1.4175656606898001E-05, 4.8783832033197997E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    3,    3, 1.2271968526941000E-05,-1.7722408931865001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    4,    0, 3.2331665717816998E-06, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    4,    1,-6.0105485575271003E-06, 1.6636763152794000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    4,    2,-7.1138091207722997E-06,-6.7779369938992997E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    4,    3,-1.3527476761362001E-06,-1.3443214960496001E-05, 0.0000000000000000E+00, 0.0000000000000000E+00             
    4,    4,-6.0067907585897996E-06, 3.9251906849666999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    5,    0,-2.2232922814553999E-07, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    5,    1,-1.0078920813003999E-06,-4.1199704426892998E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    5,    2, 4.3968440445474002E-06, 1.0580941921285999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    5,    3, 4.6582451480171000E-07, 8.6995499515757994E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    5,    4, 2.7561436831539998E-06, 6.5979986634334002E-08, 0.0000000000000000E+00, 0.0000000000000000E+00             
    5,    5, 3.1098298172462002E-06,-2.7532064649265002E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    6,    0, 3.8203650616785997E-06, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    6,    1, 1.5281008088486999E-06,-2.5988050305458999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    6,    2,-4.3988892654155000E-06,-2.1672550552222001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    6,    3,-3.3163811626612000E-06,-3.4287149594930999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    6,    4, 3.4236533412328001E-07,-4.0590906806869004E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    6,    5, 1.4536879641860001E-06,-1.0340056382482001E-05, 0.0000000000000000E+00, 0.0000000000000000E+00             
    6,    6,-4.6847297590042998E-06, 7.2301000652129002E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    7,    0, 5.5941728608769001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    7,    1, 7.4704630447046002E-06,-1.2002068145852000E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
    7,    2,-6.5064521672281004E-07, 2.4109260697446001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    7,    3, 6.0085991133429997E-07, 2.3570524246549001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    7,    4,-8.4472654353170998E-07, 7.5733950483162995E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
    7,    5,-2.0750102851559001E-07, 1.0710623702077999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    7,    6,-1.0643984158954000E-06, 1.0987663066437001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    7,    7,-1.8204621737351000E-06,-1.6001171535160000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    8,    0, 2.3454240619865998E-06, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    8,    1, 3.0059295584208000E-09, 1.0981841651933001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    8,    2, 3.0112209099939999E-06, 1.9306853508363002E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    8,    3,-1.8882194843446000E-06, 9.5423204701001998E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
    8,    4, 3.4084927946856998E-06,-5.2756948110117997E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
    8,    5,-1.2474002390660999E-06, 2.9183315292643001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    8,    6,-1.6599418832341999E-06,-2.1167538377205001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    8,    7,-1.5095782127646000E-06, 3.2702701311342001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    8,    8,-2.4864978757766998E-06, 2.1161322464389001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    0,-3.5310748965956001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    1, 1.8677260447876999E-06, 8.1582835302381994E-08, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    2, 1.9290204833861000E-06,-1.3875735184360000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    3,-1.9923616355976000E-06, 2.2019699487827000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    4,-1.8847147968958000E-06,-1.4248811836667999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    5,-1.5627597079941000E-06,-3.5258210149886001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    6,-2.1276285043882001E-06,-3.0024227845162000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    7,-3.9145951939607001E-06,-1.0477596471490000E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    8,-1.3118196982678000E-06,-2.2048994904009002E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
    9,    9,-9.3757744866540999E-07, 2.4887707573648001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    0,-1.0694913262772999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    1, 8.4287052665216003E-07,-9.5442555632967992E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    2, 3.5730584714120001E-07,-2.6562620941662998E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    3, 4.8351214130490000E-07, 6.6926467158521999E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    4,-3.5728960678571998E-06, 1.5786992415095000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    5, 7.0027002277573997E-07,-3.1545439699252001E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    6,-1.2721720229912999E-07,-2.0940569351624001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    7,-3.9988851173646003E-06,-9.1033092503492999E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    8,-3.5589639115329999E-06, 2.8471699883061999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,    9,-4.7524186324378003E-06,-5.0204053470034998E-08, 0.0000000000000000E+00, 0.0000000000000000E+00             
   10,   10, 9.4750952678717003E-07,-1.7199611725455000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    0,-8.8494472275264998E-07, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    1,-1.9483390860754999E-08, 6.1456595639887996E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    2, 6.9876215059034004E-07,-1.9682474571964999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    3, 4.0862481293807999E-07, 7.3672679233692002E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    4,-1.0868892315294000E-06, 2.1897766862437000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    5, 5.1268724127364002E-08, 2.5880500612655002E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    6, 5.2442422591757005E-07,-1.3662727875422000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    7,-8.4232601170323998E-08,-2.8421802128464001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    8,-2.0951811134298000E-06,-3.8367273623014999E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,    9,-2.3349061659846001E-06, 2.5363898668814001E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,   10,-4.6814647989240998E-06,-1.7459672185486999E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   11,   11,-2.8889679527767000E-06,-1.7463999280944999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    0,-2.0116534159232001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    1,-7.0747192439950998E-07, 1.6475072566277001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    2,-1.0516115985854000E-07, 1.5082764120282001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    3, 8.5581736361708003E-07,-4.0587146521047000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    4, 8.1404691517613001E-07,-3.4473544726819001E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    5,-1.0448922794168001E-11, 8.9437088148713998E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    6, 1.0889380617754000E-06, 5.4544409432984995E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    7, 2.1399748565377000E-06,-9.6876615319972008E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    8, 3.9800772026453002E-07,-2.2056088012963999E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,    9,-1.3453085260483000E-06, 1.0957490757154000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,   10,-3.0756143872686001E-06,-1.2745138015827000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,   11,-9.8123868027802008E-07,-3.2752882544556998E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   12,   12, 3.0341301783946998E-07, 1.2470349245214000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   13,    0, 2.5607008657990997E-07, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
   13,    1, 1.3539844992208999E-06,-7.7257553015987002E-08, 0.0000000000000000E+00, 0.0000000000000000E+00             
   13,    2,-3.4251377011451000E-06, 3.8400916171521999E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   13,    3,-4.3224176358206003E-07,-1.4569352830767001E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   13,    4, 7.7731507720220996E-07,-5.8213449200511997E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
   13,    5,-1.1854011064341000E-06, 1.0217046224684000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   13,    6,-2.7940333171552998E-08, 1.3839653992061000E-06, 0.0000000000000000E+00, 0.0000000000000000E+00             
   13,    7,-1.6205360649052999E-07,-6.7278673902852998E-07, 0.0000000000000000E+00, 0.0000000000000000E+00             
